스물 여덟에 졸업한 지 4년이 지나 포트폴리오를 만들겠다고 엄마 카드를 들고 학원에 등록하러 간다.	SS_AGE-B SS_AGE-I O O O O O O O O O O O O
예전에 패리스 힐튼이 무한도전 나온거 본 적있는데 81년생이면 삼십대 후반인데	O SS_NAME-B SS_NAME-I O O O O SS_AGE-B O O
출생: 1981년 2월 17일, 미국	O ID_INUM-B ID_INUM-I ID_INUM-I O
신체: 171cm	O SS_LENGTH-B
카메론 디아즈 프로필 출생: 1972년 8월 30일, 미국 신체: 174cm, 53kg	SS_NAME-B SS_NAME-I O O ID_INUM-B ID_INUM-I ID_INUM-I O O SS_LENGTH-B SS_WEIGHT-B
스칼렛 요한슨 프로필 출생: 1984년 11월 22일, 미국 신체: 160cm, 57kg	SS_NAME-B SS_NAME-I O O ID_INUM-B ID_INUM-I ID_INUM-I O O SS_LENGTH-B SS_WEIGHT-B
조리사가 본업인 28살 나에겐	O O SS_AGE-B O
9살의 나이에도 불구하고 어른스러운 태도를 보이며, 동생인 맥스와 오빠인 데니얼과 스스럼없이 지내는 모습을 보여준다.	SS_AGE-B O O O O O O SS_NAME-B O SS_NAME-B O O O O
23세에 강진군수가 될 정도로 천재였던 분.	SS_AGE-B O O O O O
이제 아이가 만 두 살이 되기도 했고,	O O SS_AGE-B SS_AGE-I SS_AGE-I O O
4살 오니의 유아홈스쿨링을 위해 아이템풀 일일공부 시작했거든요	SS_AGE-B SS_NAME-B O O O O O
아직 27살이라 틀려도 괜찮아요!	O SS_AGE-B O O
두살 은재님도 한공기 뚝딱 ㅋㅋㅋ	SS_AGE-B SS_NAME-B O O O
그가 장옥정(장희빈)이 낳은 아이가 태어난 지 2개월 만에 세자에 하려는 것을 막으려고 송시열이 한마디 하자 그의 나이 83세에 그를 제주도에 귀양 보내고, 사약을 내렸다는 것을 알고요.	O SS_NAME-B O O O O O O O O O O SS_NAME-B O O O O SS_AGE-B O O O O O O O O
DSLR을 처음 접하는 스무살과 휴대성과 디자인을 중요시하는 여성을 타겟으로 삼으면서	O O O SS_AGE-B O O O O O O
25세의 여자인데, 사실 여자 같지는 않다.	SS_AGE-B O O O O O
카밀라의 어머니로 추측되는 여자는 진남여고 출신인데, 그곳에서 만난 선생은 열 일곱에 아이를 낳은 학생은 그 당시 있을 수도 없다고 말한다.	SS_NAME-B O O O O O O O O SS_AGE-B SS_AGE-I O O O O O O O O O
카밀라는 열 일곱이라는 어린나이로 자신을 낳은 어머니가 어쩌다 그렇게 되었는지 끝까지 찾아 간다.	SS_NAME-B SS_AGE-B SS_AGE-I O O O O O O O O O O
세종은 47살 눈이 잘 안 보이는 와중에도 한글을 창제하였다	SS_NAME-B SS_AGE-B O O O O O O O
이제 막 열아홉 살이 된 ‘폴’은 대학 신입생입니다.	O O SS_AGE-B SS_AGE-I O SS_NAME-B O O
20대 중반으로 보여 아까 93년생 선생님이 있다고 했는데 그 선생님이 아닐까 했습니다.	O O O O SS_AGE-B O O O O O O O
아무리 젊다, 아니 어리다지만 (슈퍼파워 22세☆)	O O O O O SS_AGE-B
이담로 처사는 1627년에 태어나 1701년에 사망했는데 74세라면 당시로는 꽤 장수한 분으로 중년이 된 나이에 백운암 터에 정원을 짓기 시작했다고 하니 대략 1670년 초반쯤 되겠다.	SS_NAME-B O O O O O SS_AGE-B O O O O O O O O O O O O O O O O O
이곳을 보고 싶은 사람들이 과장하자면 줄을 섯다는 것인데, 강진에서 18년간 유배생활을 한 다산 정약용도 그중 한사람으로 백운동 별서정원을 50세가 되던 해인 1812년 음력 9월 12일 제자들과 함께 월출산 등반을 마친 후 찾았다고 한다.	O O O O O O O O O O O O SS_NAME-B SS_NAME-I O O O O SS_AGE-B O O O O O O O O O O O O O O
현재 17살이지만 훌륭하고도 노련한 연주를 보여줬다.	O SS_AGE-B O O O O
23살의 나이에 대학에 다시 입학했다.	SS_AGE-B O O O O
친언니가 28살 / 사촌언니가 27살 / 슬이짱이 26살이라 정말 편하게 지내는 사이인데	O SS_AGE-B O O SS_AGE-B O SS_NAME-B SS_AGE-B O O O O
시골 귀족 계급이었지만 그리 넉넉하지 않았고 전통적인 영국의 상속제도와 신분제도에 대한 여성으로 선택할 수 밖에 없는 폭 넓지 않은 몇가지의 길중 제일 하층민인 노처녀로 스스로 선택한 삶을 살며 지적이며 활력넘치고 개성이 강해 풍자에 능한 작가로써 주변 사람들의 어리석음과 속물주의를 비판하고 조소하는데에는 데 망설임없는 작가로 살다가 41세 원인불명의 병으로 세상을 떠났다...	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O SS_AGE-B O O O O
열네 살을 영원히 - 십억 년은 아마 영원에 가까운 시간이리라 - 빼앗겨버린는 것.	SS_AGE-B SS_AGE-I O O O O O O O O O O O
아가들은 꽃받침한다며~~ 이제 4살 2살인 꼬맹이들이 포즈취하는게 넘 이쁘더라구요!!	O O O SS_AGE-B SS_AGE-I O O O O
그 이후로 자기 슬하에 두고 학문을 닦게 하여 송강 나이 17세에 그를 외손녀 사위로 삼고 정철을 물심양면으로 챙겼다.	O O O O O O O O SS_NAME-B O SS_AGE-B O O O O SS_NAME-B O O
프랑스의 노이어 프랑스와와 미국의 웨이멘 낸시가 만 71세로 최고령자니 말이죠.	O SS_NAME-B SS_NAME-I O SS_NAME-B SS_NAME-I SS_AGE-B SS_AGE-I O O
20살인데 고3으로 돌려주면 좋겠다는 생각을 했답니다	SS_AGE-B O O O O O
키 180 아이큐 100	O SS_LENGTH-B O O
키 160 아이큐 120	O SS_LENGTH-B O O
나이는 22인데	O SS_AGE-B
178/ 60	SS_LENGTH-B SS_WEIGHT-B
23살 학생이고 현재 모은돈 240입니다...	SS_AGE-B O O O O
나이는 25인가 그랬던거같고	O SS_AGE-B O
18살인가?	SS_AGE-B
ㄸㅏ고	O
20살 먹고 이런거 찾아다니네요 ㅜㅜ..	SS_AGE-B O O O O
알바도 2시간 일찍 끝나서..ㅋㅋㅋ	O O O O
나이는 20살 인데	O SS_AGE-B O
26살	SS_AGE-B
25살	SS_AGE-B
저는 25인데	O SS_AGE-B
제가 25살인데	O SS_AGE-B
20살짜리 남동생이 지 옷사는데 따라가달라네요	SS_AGE-B O O O O
23살 뇌사상태 여성한테서 받게된 듯.	SS_AGE-B O O O O
나이 26	O SS_AGE-B
24인데 공부 손놓은지 꽤 됬는데 가서 잘할수있겠죠..	SS_AGE-B O O O O O O
17살이 애가져도 엄마가 화 안내고	SS_AGE-B O O O O
젊은 순경(32)의 순간적인 호기심이 직장을 그만두는 사건이 되었다.	O SS_AGE-B O O O O O O
임신과 출산을 맞는 30살이 됐음	O O O SS_AGE-B O
좋겟네요 ㅋㅋㅋㅋ	O O
65세 최씨는 당뇨병으로 10여년째 치료중인 당신의 단골환자이다.	SS_AGE-B SS_NAME-B O O O O O
15세 여학생이 엄마와 함께 진료실을 찾았다.	SS_AGE-B O O O O O
교통사고로 비장 파열과 대량 수혈이 의심되는 10세된 환아가 대학병원 응급실로 전원됐다.	O O O O O O SS_AGE-B O O O O
그리고 수능시험에서 53위를 하여 서울대 법대로 진학했고, 법대 3학년에 재학 중이던 1987년 사법고시 최연소 합격의 영예를 누렸다.	O O O O O O O O O O O O O O O O O
이때가 만 20세다.	O SS_AGE-B SS_AGE-I
아 그리고 25살에 420정도 있는데 이제 시작이라 ..	O O SS_AGE-B O O O O O
25살인데 정석 정작은 없거든요..	SS_AGE-B O O O
현재 저 23 여친 21이구요..	O O SS_AGE-B O SS_AGE-B
현재 23살 이학년이구요	O SS_AGE-B O
군댄 다녀왓습니다	O O
지금 22살 11월 전역입니다	O SS_AGE-B O O
22살에 전역하니까 일년 휴학하면서 일본어 공부 하려고 하는데	SS_AGE-B O O O O O O O
20살이고 내년에 군대갈텐데..	SS_AGE-B O O
26이고 총 1500 정도 모았는데 잘 하고 있는거겠죠?..	SS_AGE-B O O O O O O O
26 계약직 대기업다니는중이고 내년이면 만료입니다..	SS_AGE-B O O O O
그리고 바로 복학후 졸업하면 25이 되겠군요 3년제이니 그동안 알바하면서 돈좀 모아서 그돈으로 워홀 호주로 가려고하는데	O O O O SS_AGE-B O O O O O O O O O O
25살이고 계약직 취업한지 7개월정도 됬는데	SS_AGE-B O O O O
25살인데	SS_AGE-B
USA TODAY는 이 소식과 함께 Facebook의 CEO가 23세의 나이로 억만장자의 대열에 올랐다는 것을 다루면서 Bill의 이야기를 하고 있다.	O O O O O O O SS_AGE-B O O O O O O SS_NAME-B O O O
``2012년 100살의 나이로 숨져 유명해진 갈라파고스땅거북 `외로운 조지`는 핀타섬의 마지막 개체였다.	O SS_AGE-B O O O O O O O O O
아무것도 이룬 것 없이 보낸 서른 한해	O O O O O SS_AGE-B O
국내의 경우도 이미 1980년대 초반에 특정 종교를 믿는 부모가 전격성 간염과 장내 출혈 중세로 고생하는 11세 소녀의 수혈치료를 거부하여 사망한 사건에 대하여 유기치사죄에 해당한다는 판결을 내린바 있습니다.	O O O O O O O O O O O O O O O SS_AGE-B O O O O O O O O O O O
또 화상후기 게시판에는 `8세 여아 얼굴 화상 후기에요`, `일년전 끓는 물에 화상입었더 후기입니다` 등의 제목이 게재됐다.	O O O SS_AGE-B O O O O O O O O O O O O
지난달 21일 열렸던 우병우 전 수석 구속 여부 도박에 돈을 걸었었다는 직장인 유모(33)씨는 ``당연히 구속될 거라 생각해 10만원을 걸었다가 전부 잃었다``며 ``우리나라 국민이 전부 주목하는 사안인 만큼 축구, 야구에 돈 걸었을 때보다 더 긴장되더라``고 말했다.	O O O SS_NAME-B O O O O O O O O SS_AGE-B O O O O O O O O O O O O O O O O O O O O O O
대학생 신모(25)씨는 ``심각한 상황을 두고 내기를 하는 사람들이 제 정신이냐``고 말했다.	O SS_AGE-B O O O O O O O O O
자영업자 최모(55)씨는 ``모든 것을 다 게임이나 재미로 생각하는 이들이 문제``라며 ``불법 도박이므로 경찰이 철저히 단속해야 한다``고 말했다.	O SS_AGE-B O O O O O O O O O O O O O O O
이런 와중에 대학입학시험에 떨어져 거리를 전전하던 22살의 강성병이란 청년이 경상북도에 나타났다.	O O O O O O SS_AGE-B SS_NAME-B O O O
1949년생으로 만 67세 나이인데 앞으로 10~20년은 건강하게 사회활동을 할 수 있겠는데 직장이 없이 소일하고 세월을 마냥 보내는 것은 안타까운 일이 아닐까 싶은 생각에 용기를 내기로 했다.	SS_AGE-B SS_AGE-B SS_AGE-I O O O O O O O O O O O O O O O O O O O O O O O
젊은 총리(58세)로 다른 사심을 갖지말고 오로지 박근혜 대통령과 조화를 맞춰 책임 총리 역할까지 해주기를 당부한다.	O SS_AGE-B O O O O SS_NAME-B O O O O O O O O
북한 김정은은 이제 32살이지만 측근들의 계급장을 마음대로 강등시키고 또 폭군처럼 믿지 못하는 인사들은 처형시키면서 핵무기 개발, 잠수함에서 미사일 발사 기술을 익혀 나가고 있다.	O SS_NAME-B O SS_AGE-B O O O O O O O O O O O O O O O O O O O
펜싱의 신아람 선수는 마지막 1초를 방어하지 못해 상대 선수에게 패배를 하였는데 초시계를 누르는 심판 보조원이 16살 아르바이트생(자원봉사자?)이 하필 그 시간에 담당이었고 또 펜싱은 유럽의 귀족들이 해온 신사 종목이지만 전자시계를 사용하지 않는 경기 운영은 후진적인 종목이라는 사실을 이번에 알게 되었습니다.	O SS_NAME-B O O O O O O O O O O O O O SS_AGE-B O O O O O O O O O O O O O O O O O O O O O O O
노향숙,이해숙	SS_NAME-B
김미경	SS_NAME-B
이예걸	SS_NAME-B
도은난	SS_NAME-B
김순자	SS_NAME-B
장순남	SS_NAME-B
송말순	SS_NAME-B
김재수	SS_NAME-B
43 이경숙	SS_AGE-B SS_NAME-B
이번 부산지역 선거는 사하을에 3선에 도전하는 민주통합당의 조경태 후보에 맞서는 안준태 부산시 부시장 출신 후보, 낙동강 전선이라 이름지어진 사상구 문재인 대권주자 선두권 후버와 27살 당찬 딸내미 손수조 후보, 북구강서을 김도읍 후보와 지역 연고가 다소 밀리는 문성근 후보, 부산진구 갑.을 지역의 민주통합당 김정길 김영춘 후보 등 야권 후보가 돋보이는데 해당 지역 주민은 어떤 투표를 할 것인지 궁금합니다.	O O O O O O O SS_NAME-B O O SS_NAME-B O O O O O O O O SS_NAME-B O O O SS_AGE-B O O SS_NAME-B O O SS_NAME-B O O O O O SS_NAME-B O O O O O SS_NAME-B SS_NAME-I O O O O O O O O O O O O O
이종철 (1944년생) 현 남구청장, 부산광역시의회 의원(3,4대)	SS_NAME-B SS_AGE-B O O O O
김성수 (1961년생) 법무사, 법원서기관 퇴직, 국민권익위원회 전문상담위원	SS_NAME-B SS_AGE-B O O O O O
송순임 (1956년생) 남구의회 총무위원장, 대천유치원장	SS_NAME-B SS_AGE-B O O O
배수태 (1949년생) 부산광역시 남구 부구청장(전), 부산광역시체육회	SS_NAME-B SS_AGE-B O O O O
궁딩이 구겨넣은 김병알 (24세)	O O SS_NAME-B SS_AGE-B
스물여덟 청춘,,	SS_AGE-B O
27살 생일파팈ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 씽난다	SS_AGE-B O O
23살의 밍지는 귀여워따.	SS_AGE-B SS_NAME-B O
김잔망씨, 22세, 알바중.	SS_NAME-B SS_AGE-B O
스물네살이 되었습니다 고마워	SS_AGE-B O O
서른살된지 18시간째 서른이라니...	SS_AGE-B O SS_AGE-B
와 23살이다	O SS_AGE-B
현타온다 ~~~~~	O O
음식 가지고 장난칠 나이 30...	O O O O SS_AGE-B
2018년 스물여섯 첫 얼굴	O SS_AGE-B O O
다경이 스물세살 생일 축하해	SS_NAME-B SS_AGE-B O O
유행에 뒤쳐지는 김연희, 22세.	O O SS_NAME-B SS_AGE-B
형은 스물네살 동생은 네살	O SS_AGE-B O SS_AGE-B
22살 소정이	SS_AGE-B SS_NAME-B
김웅 (4세)와 안지후 (0세)의 사랑스런 투샷	SS_NAME-B SS_AGE-B SS_NAME-B SS_AGE-B O O
쾅호 (33세, 서프라이즈장인)	SS_NAME-B SS_AGE-B O
54살의 청춘, 귀여워	SS_AGE-B O O
너무 귀여운 중앙대 곧 3학년 조연아 (22)	O O O O O SS_NAME-B SS_AGE-B
나이 서른에 술먹고 귀여운척 오짐	O SS_AGE-B O O O
너무 행복한 생일자, 김묘정, 21세.	O O O SS_NAME-B SS_AGE-B
김결 (7) 김단 (5) 김코 (2)	SS_NAME-B SS_AGE-B SS_NAME-B SS_AGE-B SS_NAME-B SS_AGE-B
26살의 내 모습도 얼마남지 않았다	SS_AGE-B O O O O
여뽀로로씨 (23 / 중국나이 / 한살이라도..)	SS_NAME-B SS_AGE-B O O O O
스물일곱 김성현 장군 나가신다 길을비켜라 with양사장.송로몬.빛설.박권사.아에이오우	SS_AGE-B SS_NAME-B O O O SS_NAME-B
권휴민, 23세, 김여니 엄마_♥	SS_NAME-B SS_AGE-B SS_NAME-B O
사진 찍히는 게 세상 어색한 23살	O O O O O SS_AGE-B
안녕 냉면쓰? 난 현규쓰 27살	O O O SS_NAME-B SS_AGE-B
스물 일곱의 나는, 여전히 많이 방황중이다.	SS_AGE-B SS_AGE-I O O O O
랜드야, 너도 일주일 뒤엔 31살...ㅋ	SS_NAME-B O O O SS_AGE-B
수연 만24세 태어나서 처음으로 곱창을 맛있다고 느낌	SS_NAME-B SS_AGE-B O O O O O
28세 애늙은이 정소민을 위한 떡케이킄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄴㅋㅋㅋㅋㅋㅋㅌㅌㅌㅌㅌㅌㅌ 취향저격 감사합니다🙏🏻	SS_AGE-B O SS_NAME-B O O O O
이름 조나은 (30/국어강사)	O SS_NAME-B SS_AGE-B
내 나이가 서른여덣이되었지	O O SS_AGE-B
26살의 손수연 더 행복해지세요	SS_AGE-B SS_NAME-B O O
올해 60세 아빠 볼에 바람 넣었다 핵귀엽다	O SS_AGE-B O O O O O
91세 생신에는 함께하지 못해 아쉬워요	SS_AGE-B O O O O
이냉치냉 좋다	O O
이거보다 맛있는 녹차빙수 19살 인생 본적없다	O O O SS_AGE-B O O
넘치는사랑 받은 28살 생일 행복했따..	O O SS_AGE-B O O
♥ (나이들수록 초는 날짜로 하는거라며)	O O O O O
끝나지 마라 스물아홉 살	O O SS_AGE-B SS_AGE-I
친구의 첫 결혼 우리 모두 서른살! 행복하게 살기	O O O O O SS_AGE-B O O
자기爱♥ 쩌는애 ( 26세 / 학생 )	O O O SS_AGE-B O O O
나 21세야 ~~~~	O SS_AGE-B O
00년에 사람이 태어나다	O O O
니.,,,,넘 신기하다 !	O O O
꽈악 채워서 24시간으로 재밌는 생일보내는 28살 정재은의 하루.	O O O O O SS_AGE-B SS_NAME-B O
일반인 훈녀 황가희 (21)와 함께	O O SS_NAME-B SS_AGE-B O
추운거 싫고 사람 많은 거 싫은 26살의 크리스마스 Xmas	O O O O O O SS_AGE-B O O
무모하지만 푸르고 따갑지만 아름다웠던 내 스물 셋 여름 안녕!	O O O O O SS_AGE-B SS_AGE-I O O
성신여대쪽에 사는 19살 최운식씨,, 이제 21세가 되었겠군욬ㅋㅋㅋ	O O SS_AGE-B SS_NAME-B O SS_AGE-B O
(28세, 직장인, 송파구 근무)	SS_AGE-B O O O
윈드서핑 하러가서 물놀이하고 앉아있는 23세 어른이	O O O O SS_AGE-B O
이렇게 보니까 정말 나 스물셋 같다...	O O O O SS_AGE-B O
스물 한 살 버킷리스트 클리어	SS_AGE-B SS_AGE-I SS_AGE-I O O
내 나이 만으로 25세 일하기 존나싫다....	O O O SS_AGE-B O O
나 27세 주린이..☆ 올라가서 보여줄것은 이것밖에 없었다 새우빼기도 했어야했나...	O SS_AGE-B O O O O O O O
26세 영스타 회춘 프로젝트	SS_AGE-B SS_NAME-B O O
올해 81세, 카야바 커피	O SS_AGE-B O O
유영진이 48살이라니	SS_NAME-B SS_AGE-B
김서형님 48세라고? 사랑합니다.	SS_NAME-B SS_AGE-B O
김아가 (남, 32세)	SS_NAME-B O SS_AGE-B
최원호 (남, 42세)	SS_NAME-B O SS_AGE-B
아직 노는 게 제일 좋은 29살	O O O O O SS_AGE-B
불금에 달고나 만들면서 투닥거리는 27살 남성 세 분..	O O O O SS_AGE-B O O O
내 위주의 사진, 동안 남친 이래봬도 28세	O O O O O O SS_AGE-B
2017년 12월 31일 26세의 마지막날	O O O SS_AGE-B O
행복에 겨워 강아지를 사랑스러운 표정으로 만지고 있는 학교 동생 (22. 내일 군대감)	O O O O O O O O O SS_AGE-B O O
스무 살 한은솔입니다!	SS_AGE-B SS_AGE-I SS_NAME-B
유진 23살이고 라푼젤 18살이래..	SS_NAME-B SS_AGE-B SS_NAME-B SS_AGE-B
엥무슨소리야 95년생이 만 22세라고..?	O SS_AGE-B SS_AGE-B SS_AGE-I
96년생!!!!! 귀엽다 귀엽다	SS_AGE-B O O
홍대를 접수한 설경구 (52세)	O O SS_NAME-B SS_AGE-B
변덕이 심할 나이... 32살...	O O O SS_AGE-B
내 나이21.. 엄청난 위기에 처했음	O SS_AGE-B O O O
파파 69년생 픨석 78년생인데요....	O SS_AGE-B SS_NAME-B SS_AGE-B
24살? 한창 뽀짝뽀짝할 나이잖아요	SS_AGE-B O O O
제가 03년생 빠는걸 다행으로 여기세요.	O SS_AGE-B O O O
05년생이면 시발 16살 차이잖아	SS_AGE-B O O O
화련빈님! 반모하실래요!!?? ㅈ	SS_NAME-B O O
저는 01년생이에요!	O SS_AGE-B
포셔 17살인데 바사니오씨발새끼 26살이잖아!	SS_NAME-B SS_AGE-B SS_NAME-B SS_AGE-B
개새끼야!	O
저는 31살이니 아직 응애군요	O SS_AGE-B O O
서른 여덟살이지만 마음은 스무살이야	SS_AGE-B SS_AGE-I O SS_AGE-B
뭐?? 카밀라 카베요 97년생!?!	O SS_NAME-B SS_NAME-I SS_AGE-B
황민현 (25/개신교)의 솔로앨범 적극 응원합니다.	SS_NAME-B SS_AGE-B O O O
병재 이제 만 19세야	SS_NAME-B O SS_AGE-B SS_AGE-I
유덕화가 61년생인데 뭐 어쩌겠어	SS_NAME-B SS_AGE-B O O
89년생도 아니고, 89학번도 아니고, 89세이십니다.	O O O O SS_AGE-B
지금 73세가 된 할아버지의 고등학교시절 사진 한 장...	O SS_AGE-B O O O O O O
74세의 노작가가 있다는 것만으로도 행복하다.	SS_AGE-B O O O O
스물아홉이 됐지만 마음은 스무살이다	SS_AGE-B O O SS_AGE-B
정말ㅋ	O
6살 아들 정민이 마가렛트.	SS_AGE-B O SS_NAME-B O
나이 27에 변성기가 왔나;;;;	O SS_AGE-B O O
11년째 치매 老母 돌보는 67세 아들	O O O O SS_AGE-B O
나는 71년생 새우깡 ^^b 제가 한번 먹어보겠습니다.	O SS_AGE-B O O O O O
다휘의 2학년2반 끝자락 무렵 (22살^^) ...	SS_NAME-B O O O SS_AGE-B O
21살 후용이, 6살 수원이.	SS_AGE-B SS_NAME-B SS_AGE-B SS_NAME-B
작금엔 나이 서른네살먹은 꽝미남 1인...	O O SS_AGE-B O O
자니 윤씨 (80세), 지난 6월 건강 악화로 관광공사 감사를 사임.	SS_NAME-B SS_NAME-B SS_AGE-B O O O O O O O
승리투수는 광주사회인야구 살아있는 전설 김종석 (57세)	O O O O SS_NAME-B SS_AGE-B
17세 학생의 교육청 앞 ‘1인 시위’..“전교조가 싫어요”	SS_AGE-B O O O O O O
카이스트 외삼촌(37세,박사) VS 미래과학자 유치원생 송건우(6세,유아) 자석장난감으로 로봇청소기만들깈ㅋㅋㅋㅋㅋㅋㅋㅋㅋ외삼촌 졌음ㅋㅋㅋㅋㅋㅋㅋ	SS_BRAND-B SS_AGE-B O O O SS_AGE-B O O O
결장암 4기 판정을 받은 서른다섯의 여성 신학자가 죽음 앞에서 깨달은 것들	O O O O SS_AGE-B O O O O O O
프라스틱 화염병 투척한 1인시위 남모씨(74세)	O O O O SS_AGE-B
98년생에게서 되뇌일수록 속으로	SS_AGE-B O O
숨만 쉬고 63년? 내 나이 34살...	O O O O O SS_AGE-B
초등학교 6학년 때 담임을 맡았던 제자들이 52세가 됐습니다.	O O O O O O SS_AGE-B O
올해 97세 어르신.	O SS_AGE-B O
전자여권을 만들어야 한다 해서 찍은 34살 증명사진.	O O O O O SS_AGE-B O
후 26살 나의 여름은 굉장히 다사다난한 듯ㅋ 심심할 틈이 없넼ㅋㅋㅋ	O SS_AGE-B O O O O O O O O
부산에서 메르스 감염환자 여성(61세) 첫 사망자 발생	O O O SS_AGE-B O O O
34 살 먹은 남정네를 울린 그 음원이 오늘 방송...	SS_AGE-B SS_AGE-I O O O O O O O
``유남석 후보자 (60· 사법연수원 13기)가 우리법연구회 논란에 대해 `정치적 편향성은 없다`고 선을 그었다.``고 합니다.	SS_NAME-B O SS_AGE-B O O O O O O O O O O O
13살 이또또씨(일산 거주) 어제 귀염 터짐^♥^ 김다정 또또봐라 (My little bro 13yrs old)	SS_AGE-B O O O O O SS_NAME-B O O O O SS_AGE-B SS_AGE-I
어제 홀로 사시는 92세되신 은퇴권사님 댁에	O O O SS_AGE-B O O
주일오후 신앙의 대잇기 세미나에 함께 하여 박창환교수님 (91세)의 열강을 들었습니다.	O O O O O O SS_NAME-B SS_AGE-B O O
올해 33살, 학사모 쓴다는 최충일 학교후배 만학도 김현승군 기사.	O SS_AGE-B O O SS_NAME-B O O SS_NAME-B O
물론 79세의 최고령 할아버지도 있었지만....	O SS_AGE-B O O O
주말에는 중후한맛 무보정 35세 아재	O O O SS_AGE-B O
내 나이 82세는 아직 미달되는 나이 지만...	O O SS_AGE-B O O O O
29살 사무실 직원은 새누리당 국회의원 낙선자 아들인데 회사 경영진에게 위로금을 주면 퇴사를 하겠다고 이메일을 보내고 이를 공개했다고 한다.	SS_AGE-B O O O O O O O O O O O O O O O O O
지난 주 여든여덟 생신 맞으신 할머니 옆에서 만든 송편~	O O SS_AGE-B O O O O O O
29세 요절한 국민 가수 배호씨의 노래가 좋습니다.	SS_AGE-B O O O SS_NAME-B O O
작은체구인데도 불구하고(1.6kg)	O SS_WEIGHT-B
몸무게 26키로	O SS_WEIGHT-B
키 137cm	O SS_LENGTH-B
여러분 그동안 49kg이라고 뻥쳐서 죄송여ㅋㅋ	O O SS_WEIGHT-B O O
옷 무게 빼니까 46kg네ㅎㅎ	O O O SS_WEIGHT-B
<아침몸무게 : 48.90kg>	O O SS_WEIGHT-B
<저녁몸무게 : 47.9kg>	O O SS_WEIGHT-B
<아침몸무게 : 44.75kg>	O O SS_WEIGHT-B
꺅 마지막날에 44kg대 진입하고 끝났당!	O O SS_WEIGHT-B O O
<아침몸무게 : 45.10kg>	O O SS_WEIGHT-B
<저녁몸무게 : 45.45kg>	O O SS_WEIGHT-B
<점심몸무게 : 45.80kg>	O O SS_WEIGHT-B
<아침몸무게 : 45.75kg>	O O SS_WEIGHT-B
드디어 45kg로 진입했어여!!!!!!!!	O SS_WEIGHT-B O
<아침몸무게 : 46.45kg>	O O SS_WEIGHT-B
헤헤 46kg대 진입!	O SS_WEIGHT-B O
끄앙 43kg대로 진입했당!	O SS_WEIGHT-B O
행복하구만ㅋ	O
그래서 요요가 오더라도 일단 정상은 아니더라도 80 정도까지는 빼보려고 합니다.	O O O O O O SS_WEIGHT-B O O O
키 182에 76, 77이 기본이고	O SS_LENGTH-B SS_WEIGHT-B SS_WEIGHT-I O
몸무게 76, 77쯤 나간다고 해서 뚱뚱한 것도 아니고	O SS_WEIGHT-B SS_WEIGHT-I O O O O O
75키로로 진입하기도 어렵네요.ㅋㅋ	SS_WEIGHT-B O O
오늘 딱 14개월접어선 린이 몸무게 11kg	O O SS_AGE-B SS_NAME-B O SS_WEIGHT-B
단지는 2살 10킬로 아기라서	SS_NAME-B SS_AGE-B SS_WEIGHT-B O
어제 병원에서 간만에 재 봤더니, 몸무게는 10.5kg / 신장 73cm...	O O O O O O SS_WEIGHT-B O O SS_LENGTH-B
아침 몸무게는 47.05kg이다	O O SS_WEIGHT-B
점심 몸무게는 45.25kg로 줄었다.	O O SS_WEIGHT-B O
<점심몸무게 : 46.25kg>	O O SS_WEIGHT-B
3일차부터 45kg대를 진입해야 하는데..	O SS_WEIGHT-B O O
<점심몸무게 : 44.85kg>	O O SS_WEIGHT-B
드뎌 44kg대 진입 나이스	O SS_WEIGHT-B O O
3.02kg의 건강한 딸.	SS_WEIGHT-B O O
3.6키로 와와는 무리무리	SS_WEIGHT-B SS_NAME-B O
<저녁몸무게 : 47.35kg>	O O SS_WEIGHT-B
2틀짼데도 47kg라니 슬푸당	O SS_WEIGHT-B O
아침 몸무게가 44.00kg라니	O O SS_WEIGHT-B
오잉? 다시 44kg로 올라왔네.	O O SS_WEIGHT-B O
점심을 많이 먹었더니 몸무게가 47.2kg가 됐다..	O O O O SS_WEIGHT-B O
80kg 남자 2명과 52kg 여자 한명	SS_WEIGHT-B O O SS_WEIGHT-B O O
저는 혼자라서 80 kg을 보고 무게를 선택해야 했지요	O O SS_WEIGHT-B SS_WEIGHT-I O O O O
몸무게가 66.90kg로 줄고있다.	O SS_WEIGHT-B O
목표하는 몸무게는 80이다.	O O SS_WEIGHT-B
44kg의 고지가 눈앞이군.	SS_WEIGHT-B O O
항상 다이어트를 하면 45에서 정체기가 온다.	O O O SS_WEIGHT-B O O
20년간 78키로를 유지했으나 올해 들어 3키로가 쪘다.	O SS_WEIGHT-B O O O O O
내 평생 고교2년 이후로 육십칠키로를 넘다니 그것도 이티의 형태로...젠장.	O O O O SS_WEIGHT-B O O O O
꼬들이는 몸무게가 1.6키로 밖에 되지않아	SS_NAME-B O SS_WEIGHT-B O O
